id,page_views,downloads,columns,agency,d,r,g,b
f33j-ecpr,146,116.0,638,Department of Education (DOE),2.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
54rr-tdmz,145,126.0,13,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dcpj-gxjy,144,143.0,7,Department of Education (DOE),126.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
fq9e-fd84,143,222.0,22,Department of Education (DOE),169.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
pqdc-ncdn,143,194.0,10,Mayor's Office of Operations (OPS),146.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
2p3a-y7d4,143,30.0,0,Mayor's Office of Contract Services (MOCS),0.0,0.8,0.9215686274509803,0.7725490196078432
kmtx-45c9,143,258.0,3,Department of Housing Preservation and Development (HPD),13.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
genf-2k76,142,188.0,3,Department of Finance (DOF),85.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
xkzb-irtw,142,91.0,135,Department of Education (DOE),361.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
kivi-tmb3,141,596.0,65,Department of Education (DOE),629.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
axb2-9jkb,141,98.0,3,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
95aa-k2ka,140,154.0,26,Office of the Comptroller (COMPTROLLER),4.0,0.7,0.7,0.0
x48i-xnrz,140,130.0,0,Administration for Children's Services (ACS),0.0,0.7,0.7,0.0
2vha-97jm,139,638.0,11,Department of Education (DOE),356.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
vibf-3qrq,138,116.0,31,Human Resources Administration (HRA),580.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
v57i-gtxb,137,66.0,15,Fire Department of New York City (FDNY),733.0,0.7,0.7,0.0
9ibi-dfnm,137,245.0,5,Department of Transportation (DOT),15.0,0.984313725490196,0.5019607843137255,0.4470588235294118
k84j-firu,137,381.0,14,Manhattan Borough President (MBPO),703.0,0.7,0.7,0.0
p5v2-fwzn,136,547.0,11,Department of Education (DOE),789.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qd9w-yz23,136,389.0,65,Department of Education (DOE),629.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ie6s-t87j,136,148.0,0,Other,0.0,1.0,0.9294117647058824,0.43529411764705883
9h97-fe3u,135,80.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
uzf5-g4f3,135,654.0,10,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
7k2e-ht2j,135,308.0,6,Department of Education (DOE),241.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
huq7-iui5,134,341.0,10,Department of Education (DOE),50.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
g3iw-w5rt,134,486.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
2bef-phhy,134,124.0,6,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
g9wv-7n2m,134,659.0,2,Department of Education (DOE),304.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
brga-xeqy,133,180.0,10,Mayor's Office of Operations (OPS),181.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
vck7-ujai,133,322.0,14,Mayor's Office of Management & Budget (OMB),167.0,1.0,0.9294117647058824,0.43529411764705883
wd9h-xwk5,133,191.0,4,Human Resources Administration (HRA),15.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
3kav-a6u5,132,702.0,17,Department of Education (DOE),630.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ebsy-4b6x,132,97.0,0,Mayor's Office of Recovery and Resiliency,0.0,0.7,0.7,0.0
mc8j-n5nw,132,277.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
da76-p95d,204,123.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
hfa5-7rzg,204,167.0,0,Administration for Children's Services (ACS),0.0,0.7,0.7,0.0
4mfq-ds6b,204,107.0,24,Department of Education (DOE),516.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ysc4-6xvu,203,347.0,6,Mayor's Office of the Chief Technology Officer,0.0,0.7,0.7,0.0
xwxx-rnki,203,331.0,7,Department of Education (DOE),112.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ub9z-gccp,202,321.0,31,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
brud-mdtt,202,143.0,0,Department of Health and Mental Hygiene (DOHMH),0.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
j46e-fnm6,202,168.0,15,Department of Small Business Services (SBS),720.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
6jek-z9ge,202,425.0,0,Office of Emergency Management (OEM),0.0,0.7,0.7,0.0
jk6k-yab4,202,414.0,2,Department of Parks and Recreation (DPR),8.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
hdpu-mku8,202,286.0,5,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qs4p-vs2w,201,321.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
tg3t-nh4h,201,236.0,44,Department of Transportation (DOT),619.0,0.984313725490196,0.5019607843137255,0.4470588235294118
5jwd-xj5z,201,727.0,2,Mayor's Office of Contract Services (MOCS),3.0,0.8,0.9215686274509803,0.7725490196078432
8p6c-94pc,201,418.0,12,Department of Parks and Recreation (DPR),571.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
ijhz-pu2a,201,97.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
curu-ytnp,200,98.0,12,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
jjvq-4t2v,200,1111.0,7,Mayor's Office of Operations (OPS),9.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
smn3-rzf9,200,311.0,9,Department of Transportation (DOT),101.0,0.984313725490196,0.5019607843137255,0.4470588235294118
4twk-9yq2,200,206.0,24,Department of Transportation (DOT),296.0,0.984313725490196,0.5019607843137255,0.4470588235294118
mse5-qs8i,200,99.0,8,Mayor's Office of the Chief Technology Officer,16.0,0.7,0.7,0.0
a6kg-wufg,200,280.0,4,Mayor's Office for Economic Opportunity,97.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dja4-zgtf,200,2137.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
y3ea-en4q,199,347.0,5,Manhattan Borough President (MBPO),149.0,0.7,0.7,0.0
ewhs-k7um,199,124.0,46,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
az65-9z36,199,1167.0,3,Department of Probation (DOP),573.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6xs6-cz7y,199,85.0,7,Department of Information Technology & Telecommunications (DoITT),73.0,1.0,1.0,0.7019607843137254
6kks-jijx,197,338.0,10,Department of Education (DOE),252.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
emnd-d8ba,197,899.0,48,Department of Education (DOE),519.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
nat5-7dxa,197,185.0,75,Mayor's Office for Economic Opportunity,107.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
vrku-2kif,196,162.0,10,Department of Education (DOE),123.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
j39j-zq32,196,451.0,27,Department of Education (DOE),465.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
hcf7-jp2y,195,1165.0,16,Department of Education (DOE),858.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
s5q4-7ezf,195,1593.0,16,Department of Education (DOE),834.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ngbi-cq85,194,1314.0,15,Department of Education (DOE),341.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
e27m-uhjk,194,133.0,3,Department of Finance (DOF),85.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
n2rw-tynt,194,162.0,8,Department of Education (DOE),240.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
v575-87iz,194,311.0,23,Department of Education (DOE),516.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
juyv-2jek,194,111.0,167,Department of Buildings (DOB),5.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
s52s-navf,193,192.0,6,Department of Information Technology & Telecommunications (DoITT),260.0,1.0,1.0,0.7019607843137254
ftpm-ey3k,193,588.0,7,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
yupw-u2ax,193,0.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
7ppc-iii7,193,94.0,0,Department of Environmental Protection (DEP),0.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
qcru-xhuq,192,202.0,3,Department of Housing Preservation and Development (HPD),1.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
3ydk-du45,192,92.0,37,Department of Education (DOE),341.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
pnij-y7y6,191,0.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
p84r-8kqf,191,147.0,0,Other,0.0,1.0,0.9294117647058824,0.43529411764705883
cwg5-cqkm,190,1494.0,57,Department of Finance (DOF),703.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
8gg9-r4mt,189,147.0,9,Department of Education (DOE),462.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
rek2-fjft,189,583.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
d68p-5js9,189,1491.0,16,Department of Education (DOE),554.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xzj8-i3jk,189,315.0,18,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
5c95-uqu5,188,1113.0,12,Mayor's Office of Operations (OPS),145.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
9ck6-2jew,188,368.0,61,Department of Finance (DOF),152.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
5c5x-3qz9,188,1448.0,16,Department of Education (DOE),834.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
446w-773i,187,118.0,45,Department of Education (DOE),194.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
r67x-e97r,187,1026.0,3,Department of Information Technology & Telecommunications (DoITT),9.0,1.0,1.0,0.7019607843137254
2jj7-gj6x,187,376.0,0,Office of Emergency Management (OEM),0.0,0.7,0.7,0.0
r8mb-budb,187,1017.0,10,Department of Parks and Recreation (DPR),68.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
bwhw-9jek,187,282.0,3,Mayor's Office for Economic Opportunity,2.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
v959-5k2w,186,136.0,3,Department of Parks and Recreation (DPR),1.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
k6b6-sdbz,186,197.0,0,Mayor's Office of Climate Policy and Programs,0.0,0.7,0.7,0.0
ej3f-9dad,186,137.0,5,Department of Housing Preservation and Development (HPD),1.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
ky6q-fvpr,185,109.0,3,Department of Education (DOE),48.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ny8v-zzzb,184,1261.0,16,Department of Education (DOE),858.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
9n2i-9h9s,184,198.0,45,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
mp8v-wjtf,184,1003.0,7,Department of Parks and Recreation (DPR),4.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
uxsz-6j5j,183,121.0,19,Department of Small Business Services (SBS),731.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
ge3f-inui,183,986.0,15,Department of Transportation (DOT),14.0,0.984313725490196,0.5019607843137255,0.4470588235294118
ridc-7qqg,182,1980.0,3,Department of Parks and Recreation (DPR),8.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
sah3-jw2y,181,120.0,0,Other,0.0,1.0,0.9294117647058824,0.43529411764705883
tre2-h8i2,181,226.0,12,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
25aa-q86c,180,352.0,70,Department of Education (DOE),629.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
4wgu-f3yf,179,136.0,8,Department of Education (DOE),240.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
at9c-pdf7,178,196.0,11,Department of Health and Mental Hygiene (DOHMH),303.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
jcj6-zji6,178,4.0,0,Landmarks Preservation Commission (LPC),0.0,0.7,0.7,0.0
fb6n-h22r,178,138.0,5,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
c4dx-tk4d,177,89.0,7,Taxi and Limousine Commission (TLC),128.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
6ucq-fahe,176,401.0,8,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
27h8-t3wt,176,620.0,16,Department of Education (DOE),450.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
h426-x5gi,176,207.0,12,Department of Parks and Recreation (DPR),76.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
kquf-ewd9,176,402.0,3,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
hc9t-g6wa,175,134.0,0,Other,0.0,1.0,0.9294117647058824,0.43529411764705883
it9k-rtx5,174,448.0,11,Civil Service Commission,203.0,0.7,0.7,0.0
294z-97kb,174,595.0,0,Mayor's Office of Contract Services (MOCS),0.0,0.8,0.9215686274509803,0.7725490196078432
sntb-k5vj,174,355.0,0,Office of Emergency Management (OEM),0.0,0.7,0.7,0.0
a3nt-yts4,173,163.0,23,Department of Education (DOE),479.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
e34y-fjmv,173,299.0,43,Department for the Aging (DFTA),766.0,0.9882352941176471,0.803921568627451,0.8980392156862745
8fzi-z5u5,172,25.0,50,311,892.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
tmha-56pf,172,93.0,2,Commission on Human Rights (CCHR),41.0,0.7,0.7,0.0
cbrh-qrk4,172,170.0,17,Department of Education (DOE),334.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xs6e-ka4w,172,118.0,13,School Construction Authority (SCA),143.0,1.0,1.0,0.7019607843137254
cvse-perd,172,917.0,4,Department of Information Technology & Telecommunications (DoITT),61.0,1.0,1.0,0.7019607843137254
vrs9-g7kz,171,512.0,19,Department of Education (DOE),596.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
bm9v-cvch,171,128.0,36,Department of Education (DOE),365.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
73kr-kt5y,171,2.0,0,Mayor's Office of the Chief Technology Officer,0.0,0.7,0.7,0.0
km68-5z64,170,130.0,11,Department of Education (DOE),789.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
p2q7-at72,170,1208.0,6,Mayor's Office of Contract Services (MOCS),136.0,0.8,0.9215686274509803,0.7725490196078432
pknx-dgka,169,386.0,9,Department of Education (DOE),462.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
jxmq-5dde,168,196.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
4nxh-niuc,238,1853.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
n5e5-z493,238,385.0,0,Administration for Children's Services (ACS),0.0,0.7,0.7,0.0
bmax-4kci,238,640.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
u6nh-b56h,237,37.0,6,Taxi and Limousine Commission (TLC),12.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
vdzd-yy49,237,135.0,67,Mayor's Office of Sustainability (MOS),701.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
3av7-txd8,237,1137.0,3,Department of Probation (DOP),573.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
8ecp-kw89,237,139.0,5,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
i4ni-6qin,237,790.0,48,Department of Education (DOE),519.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xqx4-kdvp,237,558.0,5,Department of Education (DOE),3.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
4c8i-cnte,236,138.0,3,Human Resources Administration (HRA),303.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
uhb2-uqfs,236,384.0,0,Office of Emergency Management (OEM),0.0,0.7,0.7,0.0
pcgw-s47c,236,1179.0,15,Department of Education (DOE),372.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
guiy-frxt,236,237.0,14,Department of Transportation (DOT),176.0,0.984313725490196,0.5019607843137255,0.4470588235294118
k5ws-xbkn,236,1404.0,16,Department of Education (DOE),834.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
m64b-i6yz,235,928.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
u4ef-3s9d,235,286.0,4,Mayor's Office for Economic Opportunity,148.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
tgqn-na2n,235,1390.0,4,Department of Probation (DOP),580.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
66u4-mf33,234,29.0,50,311,892.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
gsj6-6rwm,234,845.0,13,Mayor's Office of Operations (OPS),172.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
8hgr-brxd,233,164.0,3,Department of Consumer Affairs (DCA),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
g5vn-nwqt,233,338.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
exsg-kpya,233,629.0,22,Business Integrity Commission (BIC),729.0,0.7,0.7,0.0
q6p5-m7xb,232,901.0,0,Office of Emergency Management (OEM),0.0,0.7,0.7,0.0
86a8-pqby,231,2849.0,6,Department of Parks and Recreation (DPR),253.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
h424-4zbv,231,383.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
v7gg-i7xs,231,30.0,50,311,892.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
tzwr-vksx,230,725.0,11,School Construction Authority (SCA),681.0,1.0,1.0,0.7019607843137254
4ynn-w9fk,229,597.0,7,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
nekg-b6tw,229,366.0,5,Office of the Comptroller (COMPTROLLER),13.0,0.7,0.7,0.0
hdz6-s54z,229,334.0,8,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
c3ya-2ywy,228,543.0,19,Department of Education (DOE),580.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
