id,page_views,downloads,columns,agency,d,r,g,b
yg8h-c8c7,103,121.0,11,Department of Education (DOE),367.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5r8r-e7i6,103,148.0,9,Department of Education (DOE),138.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
43yz-zfrw,103,203.0,75,Mayor's Office for Economic Opportunity,107.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
uf8p-ervp,103,213.0,4,Manhattan Borough President (MBPO),166.0,0.7,0.7,0.0
u7tg-8kia,102,191.0,71,Department of Education (DOE),635.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
edx9-hxi8,102,490.0,8,Department of Education (DOE),325.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
pkhy-wwga,102,123.0,6,Department of Education (DOE),241.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
w6sr-ei44,102,188.0,4,Department of Parks and Recreation (DPR),621.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
mmvm-mvi3,102,232.0,10,Department of Education (DOE),598.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
767e-4ijc,102,317.0,4,Department of Information Technology & Telecommunications (DoITT),71.0,1.0,1.0,0.7019607843137254
dv8j-yjt9,102,82.0,38,Department of Education (DOE),390.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
eyk3-bhe9,101,492.0,5,Department of Education (DOE),255.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
q5hp-72f8,101,293.0,24,Department of Education (DOE),516.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
p8i7-ix2s,101,195.0,26,Department of Housing Preservation and Development (HPD),461.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
fypi-ruxh,101,270.0,27,Office of the Comptroller (COMPTROLLER),13.0,0.7,0.7,0.0
4tdt-h5f6,101,100.0,27,Department of Education (DOE),465.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
tqsy-2s6w,101,225.0,6,Department of Parks and Recreation (DPR),10.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
4kkh-qhtc,100,87.0,11,Human Resources Administration (HRA),801.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
g844-z9rd,100,113.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
4snd-in5m,100,559.0,27,Department of Education (DOE),327.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
nntm-ht5m,99,102.0,4,Department of Education (DOE),244.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ft5g-idx8,99,73.0,4,Department of Education (DOE),54.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
hmw8-8is3,99,571.0,6,Department of Information Technology & Telecommunications (DoITT),75.0,1.0,1.0,0.7019607843137254
jvqn-dyef,99,387.0,7,Department of Education (DOE),132.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
imfa-v5pv,98,155.0,45,Department of Education (DOE),378.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6wwu-giff,98,1741.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
2dzy-e7cu,98,106.0,10,Department of Education (DOE),265.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qcqw-kzj6,97,0.0,0,Mayor's Office for Economic Opportunity,0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
g6f6-qpfi,97,682.0,15,Department of Education (DOE),372.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
mq9d-au8i,97,162.0,45,Department of Education (DOE),378.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
44t3-dj6x,97,213.0,24,Department of Education (DOE),920.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
g7pj-iz7m,97,288.0,43,Department for the Aging (DFTA),766.0,0.9882352941176471,0.803921568627451,0.8980392156862745
kg6x-kv5b,97,111.0,57,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
vacq-ce69,97,294.0,7,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ctpn-f4h4,97,105.0,5,Human Resources Administration (HRA),610.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
xprg-trsi,97,168.0,7,Office of the Comptroller (COMPTROLLER),49.0,0.7,0.7,0.0
7scx-rfrp,96,321.0,71,Department of Education (DOE),629.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
efiz-8kvg,96,217.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
2jne-kr3f,96,581.0,8,Department of Education (DOE),370.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
22rr-ujq3,96,144.0,13,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
uh2w-zjsn,95,231.0,38,Department of Education (DOE),837.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ybcb-4665,95,351.0,17,Department of Education (DOE),630.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
scfi-iv96,94,459.0,16,Department of Education (DOE),450.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
j8i7-ptfe,94,81.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
reri-chf8,94,482.0,64,Department of Education (DOE),445.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qnjm-wvu5,94,140.0,28,Department of Sanitation (DSNY),748.0,0.984313725490196,0.5019607843137255,0.4470588235294118
8fcu-mcx2,94,181.0,12,Mayor's Office of Operations (OPS),145.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
fg5j-q5nk,94,203.0,78,Mayor's Office of the Chief Technology Officer,20.0,0.7,0.7,0.0
i5ef-jxv3,94,86.0,13,Mayor's Office of Operations (OPS),144.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
4hcv-tc5r,94,193.0,29,Department of Parks and Recreation (DPR),734.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
yjnr-kh6n,94,390.0,2,Department of Education (DOE),2.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
kjpz-79mu,93,374.0,76,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
87b8-3t9t,93,414.0,64,Department of Education (DOE),445.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dint-nfj5,93,90.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
47g8-ngxw,93,111.0,9,Department of Education (DOE),462.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
q7r2-64fm,93,530.0,10,Department of Education (DOE),50.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
snt7-jkiu,93,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
p2vv-pesb,93,96.0,5,Mayor's Office of Operations (OPS),280.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
u6tf-cgzk,93,8.0,19,Department of Information Technology & Telecommunications (DoITT),252.0,1.0,1.0,0.7019607843137254
kcey-vehy,92,287.0,118,Department of Transportation (DOT),6.0,0.984313725490196,0.5019607843137255,0.4470588235294118
qvdv-dru4,92,85.0,28,Department of Education (DOE),171.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
pd6g-yghw,92,94.0,64,Department of Education (DOE),456.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
hm4n-kxfu,92,295.0,9,Department of Education (DOE),370.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
rc2t-8fid,92,95.0,3,Department of Education (DOE),801.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5psr-sp96,91,87.0,27,Department of Education (DOE),47.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6wee-b7wf,91,350.0,14,Manhattan Borough President (MBPO),709.0,0.7,0.7,0.0
jpcp-ic7c,91,299.0,331,Department of Transportation (DOT),6.0,0.984313725490196,0.5019607843137255,0.4470588235294118
phxt-vb3r,91,139.0,112,Mayor's Office of Operations (OPS),172.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
4ysd-hagc,90,89.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
rqjq-29wc,90,341.0,17,Department of Education (DOE),630.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
83z6-smyr,90,356.0,14,Manhattan Borough President (MBPO),709.0,0.7,0.7,0.0
5fsv-ze7v,90,167.0,12,Public Design Commission (formerly Art Commission (ARTCOM) and Design Commission),597.0,0.7,0.7,0.0
5e7x-8jy6,90,100.0,11,Department of Education (DOE),357.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
9rim-7u4b,131,124.0,0,Mayor's Office of Contract Services (MOCS),0.0,0.8,0.9215686274509803,0.7725490196078432
pgun-i6u7,131,466.0,71,Department of Education (DOE),629.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
7jbq-q7je,131,50.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
ma5g-2458,131,381.0,10,Department of Education (DOE),50.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
fjb8-yxzv,130,203.0,7,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
k63t-h76x,130,378.0,24,Department of Education (DOE),531.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
2jvr-j6ne,130,624.0,9,Department of Parks and Recreation (DPR),34.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
nvm3-w2i6,130,493.0,4,Department of Education (DOE),15.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
2a5m-z82r,130,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
29wz-ciej,129,0.0,0,Mayor's Office of Contract Services (MOCS),0.0,0.8,0.9215686274509803,0.7725490196078432
nr9n-yqxr,129,396.0,3,Manhattan Borough President (MBPO),10.0,0.7,0.7,0.0
budf-qanm,129,205.0,315,Department of Education (DOE),306.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
2v2r-tx9r,129,269.0,5,Human Resources Administration (HRA),138.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
ay6v-3gm3,129,80.0,8,Human Resources Administration (HRA),801.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
u42x-c94z,128,107.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
iyka-7txw,128,81.0,11,Department of Parks and Recreation (DPR),801.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
thjb-fm53,128,801.0,12,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qem4-8xtj,128,902.0,22,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
gi42-6x8d,128,218.0,79,Mayor's Office for Economic Opportunity,107.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
yahh-6yjc,127,348.0,13,Department of Education (DOE),456.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
f9mb-fgwp,127,23.0,50,311,892.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
6dx8-h7s4,126,2486.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
4ks2-3rz5,126,404.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
4cga-5i5v,126,137.0,10,Department of Parks and Recreation (DPR),655.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
rcz9-btkn,125,214.0,6,Department of Information Technology & Telecommunications (DoITT),64.0,1.0,1.0,0.7019607843137254
q9rw-qihz,125,754.0,12,Mayor's Office of Operations (OPS),145.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
jzdn-258f,125,701.0,6,Mayor's Office of Operations (OPS),169.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
hphp-39kk,124,142.0,11,Department of Health and Mental Hygiene (DOHMH),303.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
5qbe-4vqd,124,416.0,69,Department of Education (DOE),445.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5x7b-baa2,124,371.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
p8e8-yh4m,124,156.0,0,Mayor's Office of Recovery and Resiliency,0.0,0.7,0.7,0.0
mr4m-hqav,124,127.0,12,Mayor's Office of Operations (OPS),145.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
m8nr-4ivu,123,390.0,17,Department of Education (DOE),630.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
pqbh-p6xe,123,587.0,2,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
pra5-xxvj,123,444.0,24,Department of Education (DOE),524.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xagh-idmf,123,633.0,6,Department of Information Technology & Telecommunications (DoITT),140.0,1.0,1.0,0.7019607843137254
hafw-ruje,122,300.0,22,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
52b4-grs5,121,105.0,5,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
39qw-754y,121,228.0,13,Manhattan Borough President (MBPO),387.0,0.7,0.7,0.0
ipsj-8mer,121,440.0,15,Department of Education (DOE),372.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ie4z-reuy,121,112.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
i4kb-6ab6,120,129.0,18,NYC Service (NYCSERVICE),740.0,0.7,0.7,0.0
e9xc-u3ds,120,96.0,32,Campaign Finance Board (CFB),274.0,0.7,0.7,0.0
ynau-kwze,120,370.0,17,Department of Education (DOE),630.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
fb26-34vu,120,502.0,9,Department of Education (DOE),353.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
38ik-3hib,120,108.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
eg59-gdqu,119,494.0,4,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
3r2x-bnmj,119,70.0,13,Department of Transportation (DOT),919.0,0.984313725490196,0.5019607843137255,0.4470588235294118
fd95-5ihz,119,137.0,11,Mayor's Office of Operations (OPS),2.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
eamj-ryxu,119,153.0,11,Mayor's Office of Operations (OPS),135.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
u4hi-kt3x,119,93.0,300,Department of Education (DOE),907.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
t6n8-68ps,119,554.0,19,Department of Citywide Administrative Services (DCAS),712.0,0.9882352941176471,0.803921568627451,0.8980392156862745
vpdq-ktpr,119,528.0,16,Department of Education (DOE),858.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
k9g3-nkxz,119,95.0,22,Department of Information Technology & Telecommunications (DoITT),133.0,1.0,1.0,0.7019607843137254
ng9f-agux,118,158.0,10,Mayor's Office of Operations (OPS),181.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
n9yn-6q3f,118,746.0,8,Department of Education (DOE),325.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
rps4-dwwk,118,139.0,4,Queens Borough President (QBP),15.0,0.7,0.7,0.0
26qp-fkzs,118,18.0,48,311,886.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
x3kb-2vbv,117,349.0,3,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qbb6-g5em,117,206.0,79,Mayor's Office for Economic Opportunity,107.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
wshr-5vic,117,111.0,20,Department of Sanitation (DSNY),491.0,0.984313725490196,0.5019607843137255,0.4470588235294118
2zdm-jpub,116,114.0,5,Department of Education (DOE),127.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
9nyy-a6qt,116,203.0,79,Mayor's Office for Economic Opportunity,107.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xfkn-vsp9,116,128.0,18,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
h9ws-rfd9,116,128.0,3,Department of Housing Preservation and Development (HPD),13.0,0.5019607843137255,0.6941176470588235,0.8274509803921568
d9fi-geci,115,182.0,4,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
yv4m-nu6d,115,330.0,13,School Construction Authority (SCA),860.0,1.0,1.0,0.7019607843137254
jt9i-9gxr,115,591.0,5,Mayor's Office of Contract Services (MOCS),45.0,0.8,0.9215686274509803,0.7725490196078432
myrx-addi,115,336.0,65,Department of Education (DOE),629.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
69n5-r375,115,117.0,23,Department of Education (DOE),22.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qa4d-xc73,115,438.0,9,Department of Education (DOE),59.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
w38c-pyzq,114,312.0,14,Manhattan Borough President (MBPO),715.0,0.7,0.7,0.0
9rxf-re6u,114,77.0,10,Mayor's Office of the Chief Technology Officer,14.0,0.7,0.7,0.0
h7yn-dap5,114,266.0,8,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
xsmd-g5j6,114,282.0,24,Department of Education (DOE),516.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
v55h-aeac,113,109.0,9,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
3pzk-fyqp,113,493.0,2,Department of Education (DOE),31.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
cqc8-am9x,112,155.0,39,Department for the Aging (DFTA),759.0,0.9882352941176471,0.803921568627451,0.8980392156862745
kcrr-myj9,112,155.0,12,Mayor's Office of the Chief Technology Officer,44.0,0.7,0.7,0.0
cera-vfws,112,149.0,7,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
fydx-dgvr,112,238.0,5,Department of Health and Mental Hygiene (DOHMH),332.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
kk22-kcb6,112,361.0,5,Department of Information Technology & Telecommunications (DoITT),139.0,1.0,1.0,0.7019607843137254
expp-gbrz,111,221.0,79,Mayor's Office for Economic Opportunity,107.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
k2ic-km9j,111,90.0,22,Department of Education (DOE),606.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
udss-6pus,111,308.0,14,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
kwxj-h5ji,111,321.0,43,Department for the Aging (DFTA),766.0,0.9882352941176471,0.803921568627451,0.8980392156862745
xkzc-675v,111,162.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
iz3u-6yhq,111,26.0,28,Taxi and Limousine Commission (TLC),779.0,0.7019607843137254,0.8705882352941177,0.4117647058823529
e2gu-mjqa,110,118.0,10,Department of Education (DOE),357.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
t9iz-i583,110,234.0,5,Department of Transportation (DOT),15.0,0.984313725490196,0.5019607843137255,0.4470588235294118
8v7s-b663,110,59.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ce3f-jkdg,110,96.0,33,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
p373-rwkn,110,501.0,35,Department of Health and Mental Hygiene (DOHMH),724.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
4zkm-p9aw,109,261.0,43,Department for the Aging (DFTA),766.0,0.9882352941176471,0.803921568627451,0.8980392156862745
v6g5-uh5z,109,163.0,5,Mayor's Office of Operations (OPS),169.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
i6ju-7fj4,109,288.0,43,Department for the Aging (DFTA),770.0,0.9882352941176471,0.803921568627451,0.8980392156862745
snck-inhz,109,93.0,12,New York City Housing Authority (NYCHA),801.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
ebkm-iyma,109,103.0,27,Department of Youth and Community Development (DYCD),851.0,0.8,0.9215686274509803,0.7725490196078432
wks3-66bn,109,159.0,45,Department of Education (DOE),378.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
6e44-8i2s,109,132.0,44,Department of Education (DOE),264.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
gcys-vvnq,168,453.0,14,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
mpmk-b5ed,167,103.0,0,Other,0.0,1.0,0.9294117647058824,0.43529411764705883
sm48-t3s6,167,155.0,4,Human Resources Administration (HRA),54.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
w5y2-8cs3,167,1279.0,16,Department of Education (DOE),834.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
arzb-yfdv,166,665.0,11,Department of Education (DOE),356.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
tmr6-dfvn,166,222.0,11,Department of Education (DOE),357.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
nwet-nc6h,165,1074.0,3,NYC Independent Budget Office (IBO),3.0,0.7,0.7,0.0
mgfw-iixs,165,97.0,0,Commission to Combat Police Corruption (CCPC),0.0,0.7,0.7,0.0
mzds-2cdc,165,114.0,0,Mayor's Office of Recovery and Resiliency,0.0,0.7,0.7,0.0
wa6b-r9jh,165,133.0,15,City Council (NYCC),179.0,0.7,0.7,0.0
xjgv-jugs,164,238.0,8,Department for the Aging (DFTA),64.0,0.9882352941176471,0.803921568627451,0.8980392156862745
8fje-7v4x,164,159.0,0,Department of City Planning (DCP),0.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
w9if-3pyn,163,271.0,5,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
9vgx-wa3i,163,428.0,17,Department of Education (DOE),630.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
c4vk-jvzy,163,141.0,390,Department of Education (DOE),2.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
cxyq-uhvk,163,417.0,0,Office of Emergency Management (OEM),0.0,0.7,0.7,0.0
sq67-3hcy,162,0.0,0,Department of Information Technology & Telecommunications (DoITT),0.0,1.0,1.0,0.7019607843137254
2ic6-4hrf,162,115.0,9,Department of Education (DOE),462.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
zs4w-c9cd,162,939.0,16,Department of Education (DOE),587.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
dbs9-fgqs,162,456.0,3,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
7vk6-9w2d,162,360.0,3,Mayor's Office of the Chief Technology Officer,1.0,0.7,0.7,0.0
3dnj-u3x8,162,353.0,3,Mayor's Office of the Chief Technology Officer,1.0,0.7,0.7,0.0
u9k7-x2z3,162,140.0,37,Department of Education (DOE),341.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
9dtd-h5vj,160,215.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
fxs2-faah,160,728.0,48,Department of Education (DOE),519.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
aagv-t6fa,159,933.0,12,Mayor's Office of Operations (OPS),145.0,0.8509803921568627,0.8509803921568627,0.8509803921568627
aprw-p4ws,158,990.0,0,Office of Emergency Management (OEM),0.0,0.7,0.7,0.0
3vjp-ybhy,158,95.0,0,Mayor's Office of Recovery and Resiliency,0.0,0.7,0.7,0.0
fsmu-8tsy,157,259.0,18,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
35ey-ieq4,157,142.0,23,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
e4ss-s2zn,157,356.0,4,Department of Information Technology & Telecommunications (DoITT),61.0,1.0,1.0,0.7019607843137254
2y2t-x83x,156,78.0,0,Department of Transportation (DOT),0.0,0.984313725490196,0.5019607843137255,0.4470588235294118
kw9y-h36n,156,650.0,10,Department of Parks and Recreation (DPR),0.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
5rx8-ct65,156,251.0,0,Mayor's Office of Contract Services (MOCS),0.0,0.8,0.9215686274509803,0.7725490196078432
b9e9-2we4,156,1106.0,16,Department of Education (DOE),450.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
b36s-tuqc,156,198.0,2,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
u2m4-wh3s,156,309.0,0,Mayor's Office of Contract Services (MOCS),0.0,0.8,0.9215686274509803,0.7725490196078432
ys48-9d3c,155,274.0,91,Department of Transportation (DOT),425.0,0.984313725490196,0.5019607843137255,0.4470588235294118
vxxs-iyt2,155,372.0,10,Department of Education (DOE),402.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
mpg8-b8s5,155,495.0,13,School Construction Authority (SCA),231.0,1.0,1.0,0.7019607843137254
yjsf-89ae,155,1270.0,15,Department of Education (DOE),372.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
bd8j-m46a,155,184.0,14,Mayor's Office of Management & Budget (OMB),2.0,1.0,0.9294117647058824,0.43529411764705883
p4u2-3jgx,154,128.0,29,Department of Transportation (DOT),724.0,0.984313725490196,0.5019607843137255,0.4470588235294118
mi8r-ff2q,154,510.0,16,Department of Education (DOE),858.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
7yc5-fec2,154,392.0,70,Department of Education (DOE),629.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
vghm-gmwr,153,116.0,0,Other,0.0,1.0,0.9294117647058824,0.43529411764705883
amfa-s2y8,153,86.0,0,Mayor's Office of Recovery and Resiliency,0.0,0.7,0.7,0.0
ujnu-3rei,153,332.0,43,Department for the Aging (DFTA),759.0,0.9882352941176471,0.803921568627451,0.8980392156862745
uchs-jqh4,153,627.0,3,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
szn6-bbuk,152,595.0,3,Department of Education (DOE),354.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
87hk-978a,152,372.0,15,Department of Education (DOE),50.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
qd93-w582,151,1148.0,8,Department of Education (DOE),370.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
xmiz-qy72,151,4496.0,5,Department of Parks and Recreation (DPR),7.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
pqmq-sk82,151,186.0,4,Human Resources Administration (HRA),21.0,0.7450980392156863,0.7294117647058823,0.8549019607843137
jkyj-m87c,150,159.0,6,Department of Education (DOE),123.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
ud6j-d73w,149,131.0,25,Department of Youth and Community Development (DYCD),25.0,0.8,0.9215686274509803,0.7725490196078432
dapf-z62e,149,205.0,0,Department of Education (DOE),0.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
5brf-q9de,147,485.0,13,Department of Education (DOE),335.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
r63n-8hf3,147,212.0,8,Department of Health and Mental Hygiene (DOHMH),303.0,0.7372549019607844,0.5019607843137255,0.7411764705882353
d72n-ivax,147,1249.0,15,Department of Education (DOE),341.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
trm8-fqqz,147,24.0,50,311,892.0,0.9921568627450981,0.7058823529411765,0.3843137254901961
8ufi-zgz6,146,269.0,7,Department of Education (DOE),324.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
s7yh-frbm,146,96.0,12,Mayor's Office of Management & Budget (OMB),114.0,1.0,0.9294117647058824,0.43529411764705883
hyht-buiu,146,110.0,65,Department of Education (DOE),635.0,0.5529411764705883,0.8274509803921568,0.7803921568627451
8z5h-tzdr,146,100.0,20,Queens Borough President (QBP),732.0,0.7,0.7,0.0
5u2d-n46s,146,285.0,26,Office of the Comptroller (COMPTROLLER),4.0,0.7,0.7,0.0
